Maize_Sample	345dcc18d51f44572bd67c08e5e95b8b	074e66f75650948b8df12cfe2ffb5f37	060fdbbfa61cbfb4d47350dc2a2019cd	d2208d27b5df4c53eb547f7ac45f4d6b	574d164310944193d8fc13dc10346e58	8cb92babedb9f4ff7bedee4ac4f47370	3e00a33b844a56c2e00acedeffc43b5e	0f5f7693288de84f4ade2e6abaa2440f	561ed5d9dab98c645f731a40b7b63fa4	a6d4742d8c802171498b62b6d79b1764	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA1826Zb1400	0	0	0	1	0	1	0	0	0	0	Watkinsville_IronHorse	2018-06-21	Rhizosphere		b		True	False	False	GA18-26Zb-1400_S71_L001_R1_001.fastq.gz	GA18-26Zb-1400_S71_L001_R2_001.fastq.gz	73291	1400.0	33.868320000000004	-83.44991		353.0	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	26.0																						261400.0	4	F	11	F11	353.0
GA1810Zb1400	0	1	0	1	1	1	0	0	0	0	Midville	2018-06-07	Rhizosphere		b		True	False	False	GA18-10Zb-1400_S53_L001_R1_001.fastq.gz	GA18-10Zb-1400_S53_L001_R2_001.fastq.gz	75568	1400.0	32.87781	-82.21691		270.666667	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	159.0	5.94	6.54	89.1	3.34	396.0	0.06	0.02	0.29	8.38	146.1	70.7	7.9	0.02	6.27	1.11	24.5	0.46	2.85	0.86	0.01	101400.0	4	E	5	E5	270.6666666667
GA182Za1400	0	1	0	0	1	1	0	0	0	0	Hawkinsville	2018-05-31	Rhizosphere		a		True	False	False	GA18-2Za-1400_S159_L001_R1_001.fastq.gz	GA18-2Za-1400_S159_L001_R2_001.fastq.gz	40303	1400.0	32.18356	-83.57857		102.966667	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	217.0	6.77	7.37	100.0	8.19	1095.0	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	21400.0	5	F	4	F4	102.96666666670001
GA1827Za1400	0	0	0	0	0	0	0	0	0	0	Watkinsville_IronHorse	2018-06-21	Rhizosphere		a		True	False	False	GA18-27Za-1400_S169_L001_R1_001.fastq.gz	GA18-27Za-1400_S169_L001_R2_001.fastq.gz	27022	1400.0	33.86823	-83.45		287.666667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	27.0	367.0	6.05	6.65	91.3	8.6	1131.0	0.025	0.025	0.13	9.55	60.0	239.3	7.84	0.025	11.82	1.22	14.0	0.27	0.66	3.54	0.09	271400.0	5	G	2	G2	287.6666666667
GA1824Za1400	0	0	0	1	1	0	0	0	0	0	Watkinsville_IronHorse	2018-06-21	Rhizosphere		a		True	False	False	GA18-24Za-1400_S81_L001_R1_001.fastq.gz	GA18-24Za-1400_S81_L001_R2_001.fastq.gz	161320	1400.0	33.868120000000005	-83.44997		123.33333300000001	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	24.0	272.0	5.44	6.04	80.4	7.72	1033.0	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400.0	4	G	9	G9	123.3333333333
GA1810Zb600	0	0	0	0	0	0	0	0	0	0	Midville	2018-05-07	Rhizosphere		b	_maybe_replace_SWVT	True	False	False	GA18-10Zb-600_S78_L001_R1_001.fastq.gz	GA18-10Zb-600_S78_L001_R2_001.fastq.gz	83935	600.0	32.87781	-82.21692		372.666667	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	172.0	5.84	6.44	84.3	3.15	348.0	0.06	0.07	0.28	12.77	163.2	56.1	5.1	0.02	7.65	1.15	26.45	0.58	2.81	0.98	0.07	10600.0	4	G	6	G6	372.6666666667
GA1813Za600	0	0	0	0	0	0	0	0	0	0	Tennile	2018-05-07	Rhizosphere		a		True	False	False	GA18-13Za-600_S40_L001_R1_001.fastq.gz	GA18-13Za-600_S40_L001_R2_001.fastq.gz	132906	600.0	32.892559999999996	-82.76508000000001		172.666667	Sample	0.003480328	0.3142623	80.08606999999999	58.223769999999995	58.49869	0.7581967	3.129836	7.803278999999999	13.0	433.0	6.56	7.16	100.0	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600.0	4	D	4	D4	172.6666666667
GA1815Zb600	0	0	0	0	0	0	0	0	0	0	Arlington	2018-05-02	Rhizosphere		b		True	False	False	GA18-15Zb-600_S170_L001_R1_001.fastq.gz	GA18-15Zb-600_S170_L001_R2_001.fastq.gz	30337	600.0	31.42073	-84.67208000000001		170.333333	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15.0	269.0	5.72	6.32	78.7	4.99	658.0	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600.0	5	G	3	G3	170.3333333333
GA1814Za1400	0	1	0	1	1	1	0	0	0	0	Dawson	2018-05-31	Rhizosphere		a		True	False	False	GA18-14Za-1400_S18_L001_R1_001.fastq.gz	GA18-14Za-1400_S18_L001_R2_001.fastq.gz	101579	1400.0	31.66647	-84.5211		159.666667	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	171.0	5.11	5.71	63.7	3.13	302.0	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400.0	4	B	6	B6	159.6666666667
GA1834Zb1400	0	0	0	0	1	0	0	0	0	0	Cave_Spring	2018-06-20	Rhizosphere		b		True	False	False	GA18-34Zb-1400_S120_L001_R1_001.fastq.gz	GA18-34Zb-1400_S120_L001_R2_001.fastq.gz	46168	1400.0	34.14887	-85.29406999999999		31.766666999999998	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	510.0	5.65	6.25	87.1	17.17	2374.0	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	341400.0	5	C	1	C1	31.7666666667
GA186Za1400	0	0	0	1	1	1	0	0	1	0	Tifton-Irrigated	2018-06-07	Rhizosphere		a		True	False	False	GA18-6Za-1400_S35_L001_R1_001.fastq.gz	GA18-6Za-1400_S35_L001_R2_001.fastq.gz	75448	1400.0	31.48767	-83.52071		588.333333	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	180.0	4.66	5.26	54.1	3.59	299.0	0.05	0.05	0.3	36.91	72.3	28.0	10.96	0.02	6.53	0.68	44.9	0.95	4.33	0.96	0.03	61400.0	4	C	11	C11	588.3333333333001
GA1811Za600	0	1	0	0	0	0	0	0	0	0	Fort_Valley	2018-05-07	Rhizosphere		a		True	False	False	GA18-11Za-600_S28_L001_R1_001.fastq.gz	GA18-11Za-600_S28_L001_R2_001.fastq.gz	110702	600.0	32.501540000000006	-83.9455		323.0	Sample	0.0036770490000000004	0.30032790000000004	79.52705	59.882459999999995	58.004259999999995	0.7219671999999999	5.210656	8.114754	11.0	235.0	5.66	6.26	81.4	5.37	665.0	0.05	0.1	0.26	15.61	136.2	80.4	14.5	0.02	7.04	0.69	65.89	0.31	4.39	2.11	0.11	11600.0	4	C	4	C4	323.0
GA1827Za600	0	0	0	0	0	0	0	0	0	0	Watkinsville_IronHorse	2018-05-21	Rhizosphere		a		True	False	False	GA18-27Za-600_S45_L001_R1_001.fastq.gz	GA18-27Za-600_S45_L001_R2_001.fastq.gz	60992	600.0	33.868179999999995	-83.45		863.333333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	27.0	474.0	5.84	6.44	77.9	6.96	920.0	0.025	0.025	1.28	6.55	72.4	70.9	45.5	0.025	8.89	1.3	16.86	0.24	3.28	3.02	0.11	27600.0	4	D	9	D9	863.3333333333001
GA182Zb1400	0	1	0	0	0	0	0	0	0	0	Hawkinsville	2018-05-31	Rhizosphere		b		True	False	False	GA18-2Zb-1400_S97_L001_R1_001.fastq.gz	GA18-2Zb-1400_S97_L001_R2_001.fastq.gz	39910	1400.0	32.18356	-83.57857		100.2	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	217.0	6.77	7.37	100.0	8.19	1095.0	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	21400.0	5	A	1	A1	100.2
GA181Za600	0	0	0	0	0	0	0	0	0	0	Pavo	2018-05-02	Rhizosphere		a		True	False	False	GA18-1Za-600_S123_L001_R1_001.fastq.gz	GA18-1Za-600_S123_L001_R2_001.fastq.gz	79559	600.0	30.982440000000004	-83.66032		25.5	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	506.0	5.3	5.9	64.6	9.12	829.0	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1600.0	5	C	4	C4	25.5
GA1828Zb1400	0	0	0	0	0	0	0	0	0	0	Watkinsville_IronHorse	2018-06-21	Rhizosphere		b		True	False	False	GA18-28Zb-1400_S44_L001_R1_001.fastq.gz	GA18-28Zb-1400_S44_L001_R2_001.fastq.gz	186868	1400.0	33.86806	-83.45012		148.333333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	28.0	279.0	6.32	6.92	98.7	10.22	1716.0	0.025	0.025	0.83	4.65	73.4	153.4	33.85	0.025	9.91	0.2	22.78	0.03	6.01	3.83	0.12	281400.0	4	D	8	D8	148.3333333333
GA1812Za600	0	1	0	0	0	0	0	0	0	0	Plains_Production_corn	2018-05-07	Rhizosphere		a		True	False	False	GA18-12Za-600_S4_L001_R1_001.fastq.gz	GA18-12Za-600_S4_L001_R2_001.fastq.gz	76293	600.0	32.03573	-84.37585		331.333333	Sample	0.004391803	0.3129508	80.59115	59.78934	57.9841	0.7195081999999999	4.946393	8.229508000000001	12.0	280.0	5.94	6.54	85.9	5.31	558.0	0.02	0.09	0.35	10.2	105.6	175.8	14.5	0.02	9.59	2.45	48.26	0.29	2.64	2.48	0.09	12600.0	4	A	4	A4	331.3333333333
GA188Zb1400	0	1	0	1	1	1	0	0	1	0	Wadley	2018-06-07	Rhizosphere		b		True	False	False	GA18-8Zb-1400_S7_L001_R1_001.fastq.gz	GA18-8Zb-1400_S7_L001_R2_001.fastq.gz	84586	1400.0	32.96007	-82.55033		546.666667	Sample	0.003618033	0.3568852	80.9523	58.69607	58.73262	0.7440984	3.482787	7.967213	8.0	434.0	6.06	6.66	92.1	10.78	1222.0	0.06	0.1	0.31	28.14	175.9	399.7	11.74	0.025	5.99	1.47	115.9	0.58	8.48	4.13	0.19	81400.0	4	A	7	A7	546.6666666666999
GA184Zb600	0	0	0	0	0	0	0	0	0	0	Fitzgerald	2018-05-02	Rhizosphere		b		True	False	False	GA18-4Zb-600_S101_L001_R1_001.fastq.gz	GA18-4Zb-600_S101_L001_R2_001.fastq.gz	32002	600.0	31.66868	-83.30319		142.666667	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	213.0	5.27	5.87	68.7	4.29	434.0	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7.0	2.46	43.89	0.9	5.14	1.34	0.04	4600.0	5	A	5	A5	142.6666666667
GA1832Za1400	0	0	0	0	0	0	0	0	0	0	Rome	2018-06-20	Rhizosphere		a		True	False	False	GA18-32Za-1400_S16_L001_R1_001.fastq.gz	GA18-32Za-1400_S16_L001_R2_001.fastq.gz	80136	1400.0	34.33789	-85.13033		339.333333	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	334.0	4.8	5.4	60.3	7.81	554.0	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	321400.0	4	B	4	B4	339.3333333333
GA1814Zb600	0	0	0	0	0	1	0	0	0	0	Dawson	2018-05-02	Rhizosphere		b		True	False	False	GA18-14Zb-600_S172_L001_R1_001.fastq.gz	GA18-14Zb-600_S172_L001_R2_001.fastq.gz	30674	600.0	31.66634	-84.52099		215.666667	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600.0	5	G	5	G5	215.6666666667
GA186Zb1400	0	1	0	1	1	0	0	0	0	0	Tifton-Irrigated	2018-06-07	Rhizosphere		b		True	False	False	GA18-6Zb-1400_S42_L001_R1_001.fastq.gz	GA18-6Zb-1400_S42_L001_R2_001.fastq.gz	122592	1400.0	31.48767	-83.52071		142.666667	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	180.0	4.66	5.26	54.1	3.59	299.0	0.05	0.05	0.3	36.91	72.3	28.0	10.96	0.02	6.53	0.68	44.9	0.95	4.33	0.96	0.03	61400.0	4	D	6	D6	142.6666666667
GA184Zb1400	0	1	0	0	0	1	0	0	0	0	Fitzgerald	2018-05-31	Rhizosphere		b		True	False	False	GA18-4Zb-1400_S112_L001_R1_001.fastq.gz	GA18-4Zb-1400_S112_L001_R2_001.fastq.gz	56171	1400.0	31.66868	-83.30303		73.93333299999999	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	215.0	4.93	5.53	53.7	3.81	309.0	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400.0	5	B	4	B4	73.9333333333
GA1834Za600	0	1	0	0	0	0	0	0	0	0	Cave_Spring	2018-05-02	Rhizosphere		a		True	False	False	GA18-34Za-600_S156_L001_R1_001.fastq.gz	GA18-34Za-600_S156_L001_R2_001.fastq.gz	30873	600.0	34.14886	-85.29418000000001		108.4	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	682.0	6.15	6.75	95.2	20.78	3307.0	0.07	0.02	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	34600.0	5	F	1	F1	108.4
GA1830Zb1400	0	0	0	0	0	0	0	0	0	0	Athens	2018-06-19	Rhizosphere		b		True	False	False	GA18-30Zb-1400_S20_L001_R1_001.fastq.gz	GA18-30Zb-1400_S20_L001_R2_001.fastq.gz	66190	1400.0	33.7218	-83.30788000000001		596.666667	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	232.0	5.65	6.25	80.1	5.0	614.0	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400.0	4	B	8	B8	596.6666666666999
GA1833Zb1400	0	0	0	0	0	0	0	0	0	0	Rome	2018-06-20	Rhizosphere		b		True	False	False	GA18-33Zb-1400_S66_L001_R1_001.fastq.gz	GA18-33Zb-1400_S66_L001_R2_001.fastq.gz	67391	1400.0	34.33838	-85.12748		434.0	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	33.0	338.0	5.36	5.96	78.8	9.63	1062.0	0.025	0.025	0.12	6.66	241.5	196.2	30.01	0.025	7.14	1.53	41.57	0.01	1.44	2.99	0.11	331400.0	4	F	6	F6	434.0
GA1817Za1400	0	0	0	0	0	1	0	0	0	0	Plains_SWVT	2018-06-07	Rhizosphere		a		True	False	False	GA18-17Za-1400_S34_L001_R1_001.fastq.gz	GA18-17Za-1400_S34_L001_R2_001.fastq.gz	72367	1400.0	32.03617	-84.37588000000001		569.666667	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	288.0	4.86	5.46	54.9	5.7	412.0	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	171400.0	4	C	10	C10	569.6666666666999
GA186Zb600	0	0	0	0	0	0	0	0	0	0	Tifton-Irrigated	2018-05-07	Rhizosphere		b		True	False	False	GA18-6Zb-600_S75_L001_R1_001.fastq.gz	GA18-6Zb-600_S75_L001_R2_001.fastq.gz	70915	600.0	31.48767	-83.52064		398.0	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	186.0	4.88	5.48	57.9	3.57	308.0	0.05	0.07	0.35	44.92	97.1	29.8	6.1	0.02	6.3	0.83	46.09	1.1	4.4	1.0	0.08	6600.0	4	G	3	G3	398.0
GA181Za1400	0	0	0	0	0	0	0	0	0	0	Pavo	2018-05-31	Rhizosphere		a		True	False	False	GA18-1Za-1400_S54_L001_R1_001.fastq.gz	GA18-1Za-1400_S54_L001_R2_001.fastq.gz	68483	1400.0	30.9823	-83.66018000000001		339.666667	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	616.0	6.24	6.84	95.8	13.69	1966.0	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	11400.0	4	E	6	E6	339.6666666667
GA183Zb600	0	0	0	0	0	0	0	0	0	0	Dawson	2018-05-02	Rhizosphere		b		True	False	False	GA18-3Zb-600_S171_L001_R1_001.fastq.gz	GA18-3Zb-600_S171_L001_R2_001.fastq.gz	40430	600.0	31.620620000000002	-84.52264		158.666667	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	179.5	5.14	5.74	69.95	3.95	468.0	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600.0	5	G	4	G4	158.6666666667
GA1814Za600	0	1	0	0	0	0	0	0	0	0	Dawson	2018-05-02	Rhizosphere		a		True	False	False	GA18-14Za-600_S183_L001_R1_001.fastq.gz	GA18-14Za-600_S183_L001_R2_001.fastq.gz	46280	600.0	31.66634	-84.52099		110.66666699999999	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600.0	5	H	4	H4	110.6666666667
GA187Zb1400	0	0	0	0	0	1	0	0	0	0	Tifton-Dryland	2018-06-07	Rhizosphere		b		True	False	False	GA18-7Zb-1400_S58_L001_R1_001.fastq.gz	GA18-7Zb-1400_S58_L001_R2_001.fastq.gz	49295	1400.0	31.52226	-83.55033		332.0	Sample	0.002557377	0.23868850000000003	81.72738000000001	62.062459999999994	61.283280000000005	0.7526229999999999	3.991967	8.327869	7.0	160.0	4.61	5.21	36.5	2.25	131.0	0.02	0.02	0.29	14.88	22.7	10.6	5.87	0.02	4.0	0.39	19.2	0.43	1.74	0.58	0.02	71400.0	4	E	10	E10	332.0
GA188Zb600	0	1	0	0	0	1	0	0	0	0	Wadley	2018-05-07	Rhizosphere		b		True	False	False	GA18-8Zb-600_S76_L001_R1_001.fastq.gz	GA18-8Zb-600_S76_L001_R2_001.fastq.gz	82137	600.0	32.96009	-82.41694		282.0	Sample	0.003618033	0.3568852	80.9523	58.69607	58.73262	0.7440984	3.482787	7.967213	8.0	245.0	6.16	6.76	94.7	6.39	770.0	0.0275	0.09	0.29	33.16	168.8	208.3	5.3	0.02	6.93	2.28	40.37	0.66	4.27	3.29	0.17	8600.0	4	G	4	G4	282.0
GA1836Zb900	0	0	0	0	0	0	0	0	0	0	Athens	2018-06-01	Rhizosphere		b		True	False	False	GA18-36Zb-900_S132_L001_R1_001.fastq.gz	GA18-36Zb-900_S132_L001_R2_001.fastq.gz	62418	900.0	33.71668	-83.30863000000001		38.766667	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0	401.0	6.17	6.77	90.6	5.68	681.0	0.03	0.03	0.33	9.06	44.0	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.015	2.61	0.06	36900.0	5	D	1	D1	38.7666666667
GA1812Za1400	0	0	0	0	0	1	0	0	0	0	Plains_Production_corn	2018-06-07	Rhizosphere		a		True	False	False	GA18-12Za-1400_S12_L001_R1_001.fastq.gz	GA18-12Za-1400_S12_L001_R2_001.fastq.gz	51259	1400.0	32.03577	-84.37585		650.0	Sample	0.004391803	0.3129508	80.59115	59.78934	57.9841	0.7195081999999999	4.946393	8.229508000000001	12.0	334.0	5.2	5.8	63.6	6.39	490.0	0.05	0.07	0.46	15.4	171.2	134.5	82.4	0.025	11.74	0.025	80.1	0.82	3.45	2.57	0.06	121400.0	4	A	12	A12	650.0
GA1828Za1400	0	0	0	0	0	0	0	0	0	0	Watkinsville_IronHorse	2018-06-21	Rhizosphere		a		True	False	False	GA18-28Za-1400_S134_L001_R1_001.fastq.gz	GA18-28Za-1400_S134_L001_R2_001.fastq.gz	27780	1400.0	33.86806	-83.45012		189.0	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	28.0	279.0	6.32	6.92	98.7	10.22	1716.0	0.025	0.025	0.83	4.65	73.4	153.4	33.85	0.025	9.91	0.2	22.78	0.03	6.01	3.83	0.12	281400.0	5	D	3	D3	189.0
GA1815Za600	0	0	0	0	0	1	0	0	0	0	Arlington	2018-05-02	Rhizosphere		a		True	False	False	GA18-15Za-600_S135_L001_R1_001.fastq.gz	GA18-15Za-600_S135_L001_R2_001.fastq.gz	39487	600.0	31.42073	-84.67208000000001		112.6	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15.0	269.0	5.72	6.32	78.7	4.99	658.0	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600.0	5	D	4	D4	112.6
GA188Za1400	0	0	0	1	1	1	0	0	0	0	Wadley	2018-06-07	Rhizosphere		a		True	False	False	GA18-8Za-1400_S168_L001_R1_001.fastq.gz	GA18-8Za-1400_S168_L001_R2_001.fastq.gz	50213	1400.0	32.96007	-82.55033		159.0	Sample	0.003618033	0.3568852	80.9523	58.69607	58.73262	0.7440984	3.482787	7.967213	8.0	434.0	6.06	6.66	92.1	10.78	1222.0	0.06	0.1	0.31	28.14	175.9	399.7	11.74	0.025	5.99	1.47	115.9	0.58	8.48	4.13	0.19	81400.0	5	G	1	G1	159.0
GA1811Zb600	0	0	0	0	0	0	0	0	0	0	Fort_Valley	2018-05-07	Rhizosphere		b		True	False	False	GA18-11Zb-600_S29_L001_R1_001.fastq.gz	GA18-11Zb-600_S29_L001_R2_001.fastq.gz	60626	600.0	32.501540000000006	-83.9455		509.0	Sample	0.0036770490000000004	0.30032790000000004	79.52705	59.882459999999995	58.004259999999995	0.7219671999999999	5.210656	8.114754	11.0	235.0	5.66	6.26	81.4	5.37	665.0	0.05	0.1	0.26	15.61	136.2	80.4	14.5	0.02	7.04	0.69	65.89	0.31	4.39	2.11	0.11	11600.0	4	C	5	C5	509.0
GA1830Za1400	0	0	0	0	0	0	0	0	0	0	Athens	2018-06-19	Rhizosphere		a		True	False	False	GA18-30Za-1400_S79_L001_R1_001.fastq.gz	GA18-30Za-1400_S79_L001_R2_001.fastq.gz	71389	1400.0	33.7218	-83.30788000000001		392.666667	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	232.0	5.65	6.25	80.1	5.0	614.0	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400.0	4	G	7	G7	392.6666666667
GA187Zb600	0	0	0	0	0	0	0	0	0	0	Tifton-Dryland	2018-05-07	Rhizosphere		b		True	False	False	GA18-7Zb-600_S23_L001_R1_001.fastq.gz	GA18-7Zb-600_S23_L001_R2_001.fastq.gz	88381	600.0	31.52228	-83.55044000000001		304.333333	Sample	0.002557377	0.23868850000000003	81.72738000000001	62.062459999999994	61.283280000000005	0.7526229999999999	3.991967	8.327869	7.0	166.0	4.56	5.16	38.8	2.53	154.0	0.02	0.02	0.3	17.17	30.1	14.0	5.2	0.02	4.64	1.28	14.77	0.63	1.97	0.75	0.06	7600.0	4	B	11	B11	304.3333333333
GA1837Zb600	0	0	0	1	0	0	0	0	0	0	Blairsville	2018-06-01	Rhizosphere		b		True	False	False	GA18-37Zb-600_S96_L001_R1_001.fastq.gz	GA18-37Zb-600_S96_L001_R2_001.fastq.gz	89007	600.0	34.84497	-83.9168		336.333333	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91161999999999	0.7870588000000001	2.561029	8.764706	37.0	408.0	5.74	6.34	80.4	7.96	877.0	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600.0	4	H	12	H12	336.3333333333
GA1817Zb1400	0	0	0	0	0	1	0	0	0	0	Plains_SWVT	2018-06-07	Rhizosphere		b		True	False	False	GA18-17Zb-1400_S67_L001_R1_001.fastq.gz	GA18-17Zb-1400_S67_L001_R2_001.fastq.gz	67115	1400.0	32.03617	-84.37588000000001		340.0	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	288.0	4.86	5.46	54.9	5.7	412.0	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	171400.0	4	F	7	F7	340.0
GA182Zb600	0	1	0	0	0	1	0	0	0	0	Hawkinsville	2018-05-02	Rhizosphere		b		True	False	False	GA18-2Zb-600_S102_L001_R1_001.fastq.gz	GA18-2Zb-600_S102_L001_R2_001.fastq.gz	43068	600.0	32.18359	-83.57856		68.6	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	319.0	6.77	7.37	100.0	6.89	1040.0	0.05	0.14	1.88	29.93	145.2	232.0	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	2600.0	5	A	6	A6	68.6
